Friday,28,November,2025,12:20:49:00009-VCID:9DA46055AA8F3D19E2-7F06,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
855 412 107 AD-7F06,,MARELLI 1AVP MPSF  DG23,

,Group A:,'001,,,,Group B:,'002,,,,Group C:,'003
,,RPM,Temperature,Voltage,Bin. Bits,,RPM,Time,Battery Volts,Temperature,,RPM,Load,T.B. Angle,(no units)
,1040.06,960,54.0,0.81,00001000,1040.28,960,2.04,13.5,94.0,1039.83,960,17.3,0.4,22.0
,1040.73,896,54.0,0.81,00001000,1040.97,960,2.04,13.5,94.0,1040.50,896,17.3,0.4,22.0
,1041.45,960,54.0,0.81,00001000,1041.67,928,2.04,13.4,94.0,1041.22,960,18.5,0.4,22.0
,1042.14,928,54.0,0.81,00001000,1042.37,896,2.04,13.5,94.0,1041.91,928,18.5,0.4,22.0
,1042.83,960,54.0,0.81,00001000,1043.07,960,2.04,13.4,94.0,1042.59,960,18.5,0.4,22.0
,1043.51,928,54.0,0.81,00001000,1043.75,928,2.04,13.4,94.0,1043.29,960,17.3,0.4,22.0
,1044.21,960,54.0,0.81,00001000,1044.44,928,2.04,13.4,94.0,1043.99,928,18.5,0.4,22.0
,1044.91,960,54.0,0.81,00001000,1045.15,928,2.04,13.5,94.0,1044.68,928,17.3,0.4,22.0
,1045.61,960,54.0,0.81,00001000,1045.85,960,2.04,13.5,94.0,1045.37,896,17.3,0.4,22.0
,1046.31,960,54.0,0.81,00001000,1046.55,928,2.04,13.5,94.0,1046.08,960,17.3,0.4,22.0
,1047.02,896,54.0,0.81,00001000,1047.26,896,2.04,13.5,94.0,1046.78,896,16.9,0.4,18.0
,1047.72,928,54.0,0.81,00001000,1047.96,928,2.04,13.4,94.0,1047.48,960,16.9,0.4,18.0
,1048.43,896,54.0,0.81,00001000,1048.65,960,2.04,13.5,94.0,1048.19,928,18.1,0.4,18.0
,1049.12,928,54.0,0.81,00001000,1049.35,928,2.04,13.4,94.0,1048.87,928,16.9,0.4,18.0
,1049.81,896,54.0,0.81,00001000,1050.03,864,2.55,12.1,94.0,1049.59,896,18.5,0.4,18.0
,1050.51,928,54.0,0.80,00001000,1050.75,896,2.29,13.2,94.0,1050.27,896,22.9,0.4,35.0
,1051.20,928,54.0,0.81,00001000,1051.45,928,2.04,13.2,94.0,1050.97,960,18.9,0.4,22.0
,1051.89,896,54.0,0.81,00001000,1052.13,928,2.04,13.2,94.0,1051.67,928,19.3,0.4,22.0
,1052.59,896,54.0,0.81,00001000,1052.81,896,2.04,13.2,94.0,1052.37,928,18.1,0.4,22.0
,1053.29,960,54.0,0.80,00001000,1053.51,928,2.29,13.2,94.0,1053.05,896,19.7,0.4,27.0
,1053.97,928,54.0,0.81,00001000,1054.21,896,2.04,13.3,94.0,1053.73,928,17.7,0.0,22.0
,1054.67,992,54.0,0.80,00001000,1054.91,960,2.04,13.5,94.0,1054.44,896,18.1,0.4,27.0
,1055.37,960,54.0,0.81,00001000,1055.59,928,2.04,13.4,94.0,1055.15,960,17.3,0.4,22.0
,1056.07,896,54.0,0.81,00001000,1056.31,960,2.04,13.5,94.0,1055.83,928,16.9,0.4,22.0
,1056.77,960,54.0,0.80,00001000,1057.00,928,2.04,13.4,94.0,1056.53,960,17.3,0.4,22.0
,1057.47,928,54.0,0.81,00001000,1057.70,896,2.04,13.5,94.0,1057.24,928,17.3,0.4,22.0
,1058.18,960,54.0,0.81,00001000,1058.42,960,2.04,13.5,94.0,1057.94,896,17.3,0.4,22.0
,1058.89,960,54.0,0.81,00001000,1059.13,928,2.04,13.5,94.0,1058.65,960,17.3,0.4,22.0
,1059.59,896,54.0,0.81,00001000,1059.83,896,2.04,13.4,94.0,1059.37,928,17.3,0.4,22.0
,1060.30,960,54.0,0.80,00001000,1060.53,960,2.04,13.3,94.0,1060.06,960,17.3,0.4,22.0
,1060.99,928,54.0,0.81,00001000,1061.23,928,2.04,13.5,94.0,1060.75,960,17.3,0.4,22.0
,1061.67,960,54.0,0.81,00001000,1061.91,928,2.04,13.5,94.0,1061.45,896,16.9,0.4,18.0
,1062.38,928,54.0,0.81,00001000,1062.61,896,2.04,13.5,94.0,1062.14,928,16.5,0.4,16.0
,1063.08,928,54.0,0.81,00001000,1063.32,928,2.04,13.5,94.0,1062.84,928,16.5,0.4,16.0
,1063.78,928,54.0,0.81,00001000,1064.02,896,2.04,13.4,94.0,1063.56,928,17.3,0.4,21.0
,1064.49,928,54.0,0.81,00001000,1064.71,928,2.04,13.5,94.0,1064.25,896,16.2,0.4,16.0
,1065.17,832,54.0,0.81,00001000,1065.41,864,2.55,13.4,94.0,1064.94,896,18.1,0.4,19.0
,1065.86,896,54.0,0.80,00001000,1066.10,928,2.29,13.1,94.0,1065.63,896,21.3,0.4,37.0
,1066.56,928,54.0,0.81,00001000,1066.78,896,2.04,13.2,94.0,1066.33,896,17.7,0.4,21.0
,1067.26,896,54.0,0.81,00001000,1067.48,960,2.29,13.2,94.0,1067.02,896,19.3,0.4,22.0
,1067.96,960,54.0,0.80,00001000,1068.19,928,2.04,13.2,94.0,1067.72,960,19.3,0.4,25.0
,1068.64,896,54.0,0.80,00001000,1068.88,960,2.29,13.1,94.0,1068.41,928,18.1,0.4,25.0
,1069.35,928,54.0,0.80,00001000,1069.58,960,2.29,13.3,94.0,1069.12,960,19.3,0.4,25.0
,1070.05,960,54.0,0.80,00001000,1070.29,928,2.04,13.3,94.0,1069.82,960,19.3,0.4,27.0
,1070.75,960,54.0,0.81,00001000,1070.99,960,2.04,13.5,94.0,1070.51,960,17.3,0.4,22.0
,1071.43,928,54.0,0.81,00001000,1071.67,896,2.04,13.4,94.0,1071.21,928,18.5,0.4,22.0
,1072.13,960,54.0,0.81,00001000,1072.36,928,2.04,13.5,94.0,1071.91,928,18.5,0.4,22.0
,1072.83,960,54.0,0.81,00001000,1073.07,928,2.04,13.5,94.0,1072.60,960,18.5,0.4,22.0
,1073.51,960,54.0,0.81,00001000,1073.75,960,2.04,13.5,94.0,1073.29,896,18.5,0.4,22.0
,1074.21,928,54.0,0.81,00001000,1074.44,896,2.04,13.4,94.0,1073.99,928,17.3,0.4,22.0
,1074.91,896,54.0,0.81,00001000,1075.14,960,2.04,13.4,94.0,1074.67,928,18.5,0.4,22.0
,1075.62,928,54.0,0.81,00001000,1075.85,928,2.04,13.4,94.0,1075.37,960,17.3,0.0,22.0
,1076.29,896,54.0,0.81,00001000,1076.54,960,2.04,13.5,94.0,1076.07,928,17.3,0.4,22.0
,1076.98,960,54.0,0.81,00001000,1077.22,928,2.04,13.3,94.0,1076.76,960,17.3,0.4,22.0
,1077.68,928,54.0,0.81,00001000,1077.90,960,2.04,13.5,94.0,1077.46,928,18.5,0.4,22.0
,1078.38,960,54.0,0.81,00001000,1078.61,928,2.04,13.2,94.0,1078.14,960,17.3,0.4,22.0
,1079.08,896,54.0,0.81,00001000,1079.32,896,2.04,13.4,94.0,1078.84,928,18.1,0.4,18.0
,1079.78,928,54.0,0.81,00001000,1080.02,928,2.04,13.5,94.0,1079.54,960,17.7,0.4,16.0
,1080.48,832,54.0,0.81,00001000,1080.70,832,2.55,12.0,94.0,1080.26,896,16.9,0.4,16.0
,1081.18,928,54.0,0.80,00001000,1081.40,928,2.29,13.1,94.0,1080.94,864,21.3,0.4,37.0
,1081.85,928,54.0,0.81,00001000,1082.08,896,2.04,12.9,94.0,1081.62,960,18.9,0.4,21.0
,1082.54,928,54.0,0.81,00001000,1082.76,928,2.29,13.2,94.0,1082.32,864,17.7,0.4,21.0
,1083.24,928,54.0,0.80,00001000,1083.48,928,2.29,13.2,94.0,1083.00,928,18.5,0.4,27.0
,1083.94,960,54.0,0.80,00001000,1084.18,960,2.29,13.2,94.0,1083.70,928,19.7,0.4,27.0
,1084.63,928,54.0,0.80,00001000,1084.86,928,2.29,13.3,94.0,1084.40,928,19.7,0.4,27.0
,1085.32,928,54.0,0.81,00001000,1085.55,992,2.04,13.2,94.0,1085.10,928,17.7,0.4,22.0
,1086.01,928,54.0,0.81,00001000,1086.23,928,2.04,13.5,94.0,1085.79,960,17.3,0.4,22.0
,1086.71,896,54.0,0.81,00001000,1086.93,960,2.04,13.5,94.0,1086.47,928,17.3,0.4,22.0
,1087.39,928,54.0,0.81,00001000,1087.63,928,2.04,13.5,94.0,1087.15,960,18.5,0.4,22.0
,1088.08,928,54.0,0.81,00001000,1088.32,960,2.04,13.5,94.0,1087.85,896,17.3,0.4,22.0
,1088.78,960,54.0,0.81,00001000,1089.02,960,2.04,13.4,94.0,1088.55,960,18.5,0.4,22.0
,1089.49,928,54.0,0.81,00001000,1089.73,928,2.04,13.4,94.0,1089.25,928,18.5,0.4,22.0
,1090.17,960,55.0,0.81,00001000,1090.41,960,2.04,13.4,94.0,1089.95,960,17.3,0.4,22.0
,1090.86,928,54.0,0.81,00001000,1091.10,928,2.04,13.4,94.0,1090.64,928,17.3,0.4,22.0
,1091.56,960,55.0,0.81,00001000,1091.78,960,2.04,13.4,94.0,1091.34,928,17.3,0.4,22.0
,1092.25,928,55.0,0.81,00001000,1092.49,896,2.04,13.5,94.0,1092.01,928,16.9,0.4,18.0
,1092.95,960,55.0,0.81,00001000,1093.19,928,2.04,13.4,94.0,1092.72,960,16.5,0.4,18.0
,1093.66,928,55.0,0.81,00001000,1093.89,896,2.04,13.5,94.0,1093.42,928,16.9,0.4,18.0
,1094.36,960,55.0,0.81,00001000,1094.60,960,2.04,13.4,94.0,1094.13,896,18.1,0.4,18.0
,1095.06,928,55.0,0.81,00001000,1095.28,896,2.04,13.5,94.0,1094.84,928,17.7,0.4,16.0
,1095.76,896,55.0,0.81,00001000,1095.98,864,2.29,12.2,94.0,1095.52,928,17.3,0.4,21.0
,1096.46,896,55.0,0.80,00001000,1096.70,960,2.29,13.0,94.0,1096.22,864,22.1,0.4,35.0
,1097.16,928,55.0,0.81,00001000,1097.40,928,2.04,13.2,94.0,1096.92,928,18.1,0.4,22.0
,1097.86,928,55.0,0.81,00001000,1098.09,928,2.04,13.2,94.0,1097.63,896,17.7,0.0,22.0
,1098.57,928,55.0,0.81,00001000,1098.79,928,2.04,13.2,94.0,1098.33,928,19.3,0.4,22.0
,1099.27,896,55.0,0.81,00001000,1099.49,960,2.04,13.0,94.0,1099.03,896,18.9,0.4,22.0
,1099.96,928,55.0,0.81,00001000,1100.19,896,2.04,13.3,94.0,1099.72,928,17.7,0.4,22.0
,1100.64,960,55.0,0.81,00001000,1100.88,960,2.04,13.2,94.0,1100.42,960,17.7,0.4,22.0
,1101.35,928,55.0,0.81,00001000,1101.58,896,2.04,13.3,94.0,1101.12,960,18.5,0.4,22.0
,1102.05,928,55.0,0.81,00001000,1102.29,960,2.04,13.5,94.0,1101.81,896,18.5,0.4,22.0
,1102.75,960,55.0,0.81,00001000,1102.99,960,2.04,13.2,94.0,1102.51,960,17.3,0.4,22.0
,1103.45,928,55.0,0.81,00001000,1103.67,960,2.04,13.3,94.0,1103.23,928,18.5,0.4,22.0
,1104.15,960,55.0,0.81,00001000,1104.39,928,2.04,13.3,94.0,1103.91,960,18.5,0.4,22.0
,1104.84,928,55.0,0.81,00001000,1105.06,896,2.04,13.4,94.0,1104.62,928,17.3,0.4,22.0
,1105.54,960,55.0,0.81,00001000,1105.77,960,2.04,13.4,94.0,1105.30,960,17.3,0.4,22.0
,1106.22,928,55.0,0.81,00001000,1106.46,928,2.04,13.4,94.0,1105.99,928,17.3,0.4,22.0
,1106.92,960,55.0,0.81,00001000,1107.14,960,2.04,13.4,94.0,1106.69,928,18.5,0.4,22.0
,1107.62,928,55.0,0.81,00001000,1107.84,896,2.04,13.5,94.0,1107.38,960,17.3,0.4,18.0
,1108.32,960,55.0,0.81,00001000,1108.55,960,2.04,13.5,94.0,1108.08,896,18.1,0.4,18.0
,1109.01,928,55.0,0.81,00001000,1109.25,896,2.04,13.4,94.0,1108.79,928,16.5,0.4,16.0
,1109.71,928,55.0,0.81,00001000,1109.93,928,2.04,13.4,94.0,1109.49,896,17.7,0.4,16.0
,1110.41,928,55.0,0.81,00001000,1110.65,896,2.04,13.5,94.0,1110.17,928,16.5,0.4,16.0
,1111.09,864,55.0,0.81,00001000,1111.33,864,2.29,12.3,94.0,1110.87,896,19.3,0.4,21.0
,1111.81,960,55.0,0.79,00001000,1112.03,928,2.04,13.1,94.0,1111.58,896,20.9,0.4,25.0
,1112.50,928,55.0,0.81,00001000,1112.74,896,2.04,13.2,94.0,1112.27,896,18.9,0.4,21.0
,1113.20,960,55.0,0.80,00001000,1113.44,928,2.04,13.2,94.0,1112.97,960,18.5,0.4,25.0
,1113.90,928,55.0,0.80,00001000,1114.14,896,2.29,13.2,94.0,1113.68,928,19.3,0.4,25.0
,1114.62,960,55.0,0.80,00001000,1114.84,960,2.04,13.3,94.0,1114.38,896,19.3,0.4,25.0
,1115.32,928,55.0,0.80,00001000,1115.55,928,2.04,13.2,94.0,1115.08,928,19.3,0.4,25.0
,1116.00,960,56.0,0.80,00001000,1116.24,960,2.04,13.5,94.0,1115.78,928,17.7,0.4,22.0
,1116.70,960,56.0,0.81,00001000,1116.92,928,2.04,13.4,94.0,1116.48,960,17.3,0.4,21.0
,1117.40,928,56.0,0.81,00001000,1117.62,960,2.04,13.4,94.0,1117.16,896,16.9,0.4,21.0
,1118.08,928,56.0,0.81,00001000,1118.32,928,2.04,13.4,94.0,1117.84,960,17.3,0.4,21.0
,1118.78,896,56.0,0.81,00001000,1119.02,928,2.04,13.4,94.0,1118.56,960,18.5,0.4,21.0
,1119.50,960,56.0,0.81,00001000,1119.71,960,2.04,13.4,94.0,1119.25,960,18.5,0.4,21.0
,1120.16,896,56.0,0.81,00001000,1120.40,928,2.04,13.5,94.0,1119.93,928,18.5,0.4,21.0
,1120.85,960,56.0,0.81,00001000,1121.08,928,2.04,13.4,94.0,1120.63,960,18.5,0.4,21.0
,1121.55,928,56.0,0.81,00001000,1121.78,928,2.04,13.4,94.0,1121.32,928,18.5,0.4,21.0
,1122.24,928,56.0,0.81,00001000,1122.48,960,2.04,13.5,94.0,1122.00,960,17.3,0.4,21.0
,1122.92,896,56.0,0.81,00001000,1123.16,896,2.04,13.5,94.0,1122.70,960,18.5,0.4,21.0
,1123.62,928,56.0,0.81,00001000,1123.84,928,2.04,13.4,94.0,1123.39,960,17.7,0.4,16.0
,1124.32,896,56.0,0.81,00001000,1124.56,960,2.04,13.4,94.0,1124.08,896,16.5,0.4,16.0
,1125.00,928,56.0,0.81,00001000,1125.22,896,2.04,13.5,94.0,1124.77,928,16.5,0.4,16.0
,1125.69,960,56.0,0.81,00001000,1125.92,928,2.04,13.5,94.0,1125.45,896,17.3,0.4,21.0
,1126.38,864,56.0,0.81,00001000,1126.61,864,2.04,12.2,94.0,1126.14,928,16.2,0.4,15.0
,1127.07,896,56.0,0.80,00001000,1127.30,928,2.55,13.2,94.0,1126.85,832,21.7,0.4,39.0
,1127.78,960,56.0,0.80,00001000,1128.00,928,2.04,13.2,94.0,1127.53,992,18.5,0.4,24.0
,1128.47,928,56.0,0.81,00001000,1128.71,896,2.04,13.2,94.0,1128.24,928,18.1,0.0,24.0
,1129.16,960,56.0,0.80,00001000,1129.39,928,2.29,13.2,94.0,1128.93,960,18.1,0.4,25.0
,1129.87,928,56.0,0.80,00001000,1130.09,896,2.04,13.2,94.0,1129.63,960,18.1,0.4,25.0
,1130.57,960,56.0,0.81,00001000,1130.79,960,2.04,13.2,94.0,1130.33,960,18.1,0.4,25.0
,1131.25,928,56.0,0.81,00001000,1131.49,928,2.04,13.2,94.0,1131.02,928,17.7,0.4,21.0
,1131.95,960,56.0,0.81,00001000,1132.17,960,2.04,13.4,94.0,1131.72,896,18.5,0.4,21.0
,1132.65,960,56.0,0.81,00001000,1132.87,896,2.04,13.5,94.0,1132.41,960,16.9,0.4,21.0
,1133.35,928,56.0,0.81,00001000,1133.58,960,2.04,13.4,94.0,1133.11,896,18.5,0.4,21.0
,1134.03,928,56.0,0.81,00001000,1134.25,928,2.04,13.5,94.0,1133.80,960,17.3,0.4,21.0
,1134.73,928,56.0,0.81,00001000,1134.95,960,2.04,13.5,94.0,1134.49,928,18.5,0.4,21.0
,1135.41,928,56.0,0.81,00001000,1135.64,928,2.04,13.5,94.0,1135.17,960,18.5,0.4,21.0
,1136.10,960,56.0,0.81,00001000,1136.33,960,2.04,13.4,94.0,1135.88,928,17.3,0.4,21.0
,1136.80,960,56.0,0.81,00001000,1137.04,960,2.04,13.5,94.0,1136.56,928,18.5,0.4,21.0
,1137.50,928,56.0,0.81,00001000,1137.74,896,2.04,13.5,94.0,1137.26,896,16.9,0.4,21.0
,1138.20,960,56.0,0.81,00001000,1138.44,928,2.04,13.4,94.0,1137.98,960,17.3,0.4,21.0
,1138.91,928,56.0,0.81,00001000,1139.14,896,2.04,13.4,94.0,1138.68,928,16.5,0.4,16.0
,1139.61,960,56.0,0.81,00001000,1139.86,928,2.04,13.4,94.0,1139.38,960,16.5,0.4,16.0
,1140.30,896,56.0,0.81,00001000,1140.53,896,2.04,13.5,94.0,1140.07,928,18.5,0.4,21.0
,1141.00,928,56.0,0.81,00001000,1141.24,928,2.04,13.4,94.0,1140.78,960,17.3,0.4,19.0
,1141.70,832,56.0,0.81,00001000,1141.92,832,2.55,11.9,94.0,1141.47,896,18.5,0.4,19.0
,1142.39,896,56.0,0.80,00001000,1142.63,928,2.29,13.1,94.0,1142.16,864,22.9,0.4,37.0
,1143.10,960,56.0,0.80,00001000,1143.33,928,2.04,13.2,94.0,1142.86,960,18.1,0.4,21.0
,1143.79,896,56.0,0.81,00001000,1144.02,896,2.29,13.2,94.0,1143.57,928,17.7,0.4,25.0
,1144.49,960,56.0,0.80,00001000,1144.72,928,2.29,13.3,94.0,1144.26,960,19.3,0.4,25.0
,1145.19,928,56.0,0.80,00001000,1145.43,896,2.04,13.2,94.0,1144.95,928,18.1,0.4,25.0
,1145.88,928,56.0,0.80,00001000,1146.11,928,2.04,13.2,94.0,1145.65,960,18.1,0.0,24.0
,1146.57,896,56.0,0.81,00001000,1146.80,896,2.04,13.2,94.0,1146.35,928,17.3,0.4,21.0
,1147.28,960,56.0,0.81,00001000,1147.50,928,2.04,13.4,94.0,1147.03,960,18.5,0.4,21.0
,1147.97,928,56.0,0.81,00001000,1148.20,896,2.04,13.3,94.0,1147.74,960,16.9,0.4,21.0
,1148.66,960,56.0,0.81,00001000,1148.90,928,2.04,13.4,94.0,1148.42,960,17.3,0.4,21.0
,1149.34,928,56.0,0.81,00001000,1149.58,896,2.04,13.5,94.0,1149.12,960,16.9,0.4,21.0
,1150.04,960,56.0,0.81,00001000,1150.26,960,2.04,13.5,94.0,1149.82,928,18.5,0.4,21.0
,1150.74,928,56.0,0.81,00001000,1150.96,928,2.04,13.5,94.0,1150.50,960,16.9,0.4,21.0
,1151.43,960,56.0,0.81,00001000,1151.66,960,2.04,13.5,94.0,1151.18,960,17.3,0.4,21.0
,1152.11,928,56.0,0.81,00001000,1152.35,896,2.04,13.4,94.0,1151.88,928,17.3,0.4,21.0
,1152.81,960,56.0,0.81,00001000,1153.05,960,2.04,13.5,94.0,1152.59,896,18.5,0.4,21.0
,1153.52,960,56.0,0.81,00001000,1153.74,928,2.04,13.5,94.0,1153.29,960,17.3,0.4,21.0
,1154.20,896,56.0,0.81,00001000,1154.44,960,2.04,13.4,94.0,1153.97,928,18.5,0.4,18.0
,1154.90,896,56.0,0.81,00001000,1155.14,928,2.04,13.4,94.0,1154.68,928,16.5,0.4,16.0
,1155.60,960,56.0,0.81,00001000,1155.83,960,2.04,13.4,94.0,1155.38,896,17.3,0.4,21.0
,1156.30,928,56.0,0.81,00001000,1156.53,864,2.04,13.5,94.0,1156.07,928,16.5,0.4,16.0
,1156.99,832,56.0,0.81,00001000,1157.23,896,2.29,12.2,94.0,1156.75,896,19.7,0.4,21.0
,1157.67,992,56.0,0.79,00001000,1157.91,960,2.29,13.1,94.0,1157.45,896,22.1,0.4,36.0
,1158.38,896,56.0,0.81,00001000,1158.61,864,2.04,13.1,94.0,1158.14,928,18.9,0.4,21.0
,1159.09,960,56.0,0.80,00001000,1159.32,960,2.04,13.2,94.0,1158.84,896,18.5,0.4,25.0
,1159.78,928,56.0,0.80,00001000,1160.02,928,2.29,13.1,94.0,1159.54,928,19.3,0.4,25.0
,1160.48,960,56.0,0.80,00001000,1160.72,960,2.04,13.2,94.0,1160.26,896,18.1,0.4,25.0
,1161.19,928,56.0,0.80,00001000,1161.42,928,2.29,13.2,94.0,1160.96,928,18.5,0.4,27.0
,1161.90,928,56.0,0.80,00001000,1162.12,928,2.04,13.4,94.0,1161.66,960,19.3,0.4,27.0
,1162.58,960,56.0,0.81,00001000,1162.82,960,2.04,13.4,94.0,1162.34,960,18.5,0.4,22.0
,1163.28,960,56.0,0.81,00001000,1163.50,928,2.04,13.5,94.0,1163.05,960,17.3,0.4,22.0
,1163.98,960,56.0,0.81,00001000,1164.20,928,2.04,13.4,94.0,1163.74,960,17.3,0.4,22.0
,1164.68,960,56.0,0.81,00001000,1164.91,960,2.04,13.4,94.0,1164.44,960,18.5,0.4,22.0
,1165.36,960,56.0,0.81,00001000,1165.59,960,2.04,13.5,94.0,1165.13,928,17.3,0.4,22.0
,1166.06,928,56.0,0.81,00001000,1166.28,928,2.04,13.5,94.0,1165.83,960,17.3,0.4,22.0
,1166.75,928,56.0,0.81,00001000,1166.99,960,2.04,13.4,94.0,1166.51,896,17.3,0.4,22.0
,1167.45,960,56.0,0.81,00001000,1167.69,960,2.04,13.5,94.0,1167.21,960,18.5,0.0,22.0
,1168.17,928,56.0,0.81,00001000,1168.39,896,2.04,13.4,94.0,1167.93,928,17.3,0.4,18.0
,1168.85,960,56.0,0.81,00001000,1169.09,928,2.04,13.4,94.0,1168.61,960,18.1,0.4,18.0
,1169.56,928,56.0,0.81,00001000,1169.80,896,2.04,13.4,94.0,1169.32,928,16.5,0.4,16.0
,1170.26,960,56.0,0.81,00001000,1170.50,928,2.04,13.5,94.0,1170.04,896,17.7,0.4,16.0
,1170.96,928,56.0,0.81,00001000,1171.18,896,2.04,13.5,94.0,1170.74,928,17.7,0.4,16.0
,1171.66,928,56.0,0.81,00001000,1171.90,928,2.04,13.4,94.0,1171.43,960,16.5,0.4,16.0
,1172.36,832,56.0,0.81,00001000,1172.60,896,2.29,12.3,94.0,1172.12,896,18.5,0.4,21.0
,1173.06,928,56.0,0.79,00001000,1173.28,896,2.29,12.9,94.0,1172.83,928,20.9,0.4,31.0
,1173.76,928,56.0,0.81,00001000,1173.98,928,2.04,13.2,94.0,1173.52,896,18.9,0.4,21.0
,1174.44,896,56.0,0.81,00001000,1174.68,896,2.04,13.0,94.0,1174.20,928,18.9,0.4,21.0
,1175.12,928,56.0,0.81,00001000,1175.35,896,2.04,13.2,94.0,1174.90,928,18.9,0.4,21.0
,1175.82,928,57.0,0.81,00001000,1176.04,928,2.04,13.2,94.0,1175.58,896,18.9,0.4,21.0
,1176.51,928,56.0,0.81,00001000,1176.74,896,2.04,13.2,94.0,1176.26,928,17.7,0.4,21.0
,1177.18,960,57.0,0.80,00001000,1177.42,960,2.04,13.2,94.0,1176.96,928,19.7,0.4,25.0
,1177.90,960,57.0,0.81,00001000,1178.12,928,2.04,13.4,94.0,1177.66,960,17.3,0.4,21.0
,1178.58,960,57.0,0.81,00001000,1178.81,960,2.04,13.4,94.0,1178.34,960,18.1,0.4,21.0
,1179.27,928,57.0,0.81,00001000,1179.50,896,2.04,13.4,94.0,1179.05,960,18.5,0.4,21.0
,1179.98,960,57.0,0.81,00001000,1180.20,960,2.04,13.4,94.0,1179.74,928,18.5,0.4,21.0
,1180.66,928,57.0,0.81,00001000,1180.90,928,2.04,13.4,94.0,1180.42,960,17.3,0.4,21.0
,1181.35,960,57.0,0.81,00001000,1181.58,960,2.04,13.4,94.0,1181.13,896,17.3,0.4,21.0
,1182.05,928,57.0,0.81,00001000,1182.28,928,2.04,13.5,94.0,1181.82,928,18.5,0.4,21.0
,1182.73,960,57.0,0.81,00001000,1182.97,960,2.04,13.4,94.0,1182.50,896,18.5,0.4,21.0
,1183.45,960,57.0,0.81,00001000,1183.67,960,2.04,13.4,94.0,1183.21,960,17.3,0.4,21.0
,1184.15,896,57.0,0.81,00001000,1184.39,896,2.04,13.4,94.0,1183.91,928,18.5,0.4,21.0
,1184.84,960,57.0,0.81,00001000,1185.09,928,2.04,13.4,94.0,1184.61,960,18.5,0.4,21.0
,1185.53,896,57.0,0.81,00001000,1185.77,896,2.04,13.5,94.0,1185.31,928,16.5,0.4,16.0
,1186.24,928,57.0,0.81,00001000,1186.46,928,2.04,13.4,94.0,1186.00,928,17.7,0.4,16.0
,1186.92,896,57.0,0.81,00001000,1187.16,960,2.04,13.4,94.0,1186.69,896,17.3,0.4,21.0
,1187.60,896,57.0,0.80,00001000,1187.83,832,2.29,12.1,94.0,1187.38,928,17.3,0.4,21.0
,1188.30,928,57.0,0.80,00001000,1188.54,960,2.29,13.1,94.0,1188.06,896,20.1,0.4,35.0
,1188.98,896,57.0,0.80,00001000,1189.22,960,2.04,13.0,94.0,1188.76,928,18.1,0.0,22.0
,1189.69,928,57.0,0.81,00001000,1189.92,928,2.04,13.2,94.0,1189.46,960,17.7,0.0,22.0
,1190.39,960,57.0,0.80,00001000,1190.61,928,2.04,13.2,94.0,1190.16,896,17.7,0.0,22.0
,1191.09,928,57.0,0.81,00001000,1191.32,928,2.04,13.2,94.0,1190.85,928,18.9,0.4,22.0
,1191.78,960,57.0,0.80,00001000,1192.02,960,2.04,13.2,94.0,1191.54,896,18.9,0.4,22.0
,1192.47,928,57.0,0.80,00001000,1192.70,928,2.04,13.1,94.0,1192.25,928,18.9,0.4,22.0
,1193.18,928,57.0,0.81,00001000,1193.40,960,2.04,13.4,94.0,1192.94,928,18.5,0.4,22.0
,1193.88,960,57.0,0.81,00001000,1194.12,960,2.04,13.3,94.0,1193.64,960,17.3,0.4,22.0
,1194.58,928,57.0,0.81,00001000,1194.82,896,2.04,13.3,94.0,1194.34,928,18.5,0.4,22.0
,1195.26,960,57.0,0.80,00001000,1195.51,960,2.04,13.4,94.0,1195.04,960,17.3,0.4,22.0
,1195.98,960,57.0,0.81,00001000,1196.20,928,2.04,13.4,94.0,1195.75,960,17.3,0.4,22.0
,1196.68,960,57.0,0.81,00001000,1196.90,960,2.04,13.4,94.0,1196.44,896,18.5,0.4,22.0
,1197.36,960,57.0,0.81,00001000,1197.60,928,2.04,13.4,94.0,1197.12,960,17.3,0.4,22.0
,1198.04,960,57.0,0.81,00001000,1198.28,928,2.04,13.4,94.0,1197.82,896,18.1,0.4,18.0
,1198.75,928,57.0,0.81,00001000,1198.97,896,2.04,13.4,94.0,1198.52,928,17.7,0.4,16.0
,1199.45,960,57.0,0.81,00001000,1199.67,928,2.04,13.4,94.0,1199.21,960,16.5,0.4,16.0
,1200.13,896,57.0,0.81,00001000,1200.37,896,2.04,13.4,94.0,1199.89,928,18.1,0.4,16.0
,1200.81,960,57.0,0.81,00001000,1201.05,928,2.04,13.4,94.0,1200.59,960,18.5,0.4,20.0
,1201.51,896,57.0,0.81,00001000,1201.74,928,2.04,13.2,94.0,1201.29,928,17.7,0.4,16.0
,1202.20,928,57.0,0.81,00001000,1202.42,896,2.04,13.4,94.0,1201.97,928,16.9,0.4,17.0
,1202.89,864,57.0,0.80,00001000,1203.12,896,2.29,12.3,94.0,1202.66,928,18.1,0.4,21.0
,1203.58,960,57.0,0.80,00001000,1203.82,928,2.04,13.1,94.0,1203.34,864,20.9,0.4,25.0
,1204.26,896,58.0,0.81,00001000,1204.50,896,2.04,13.2,94.0,1204.04,928,17.7,0.4,21.0
